No:,3 month,1 month,1 week,Patients num,,,,,,
7399,1,1,1,50,,,,,,
7400,1,1,0.497,86,,,,,,
7401,1,1,1,107,,,,,,
7402,1,1,1.904,102,,,,,,
7403,1,1,1.163,57,,,,,,
7404,1,0.999,0.97,71,,,,,,
7405,1,1,0.981,120,,,,,,
7406,1,1,1,44,,,,,,
7407,1,1,1.031,87,,,,,,
7408,1,1,1,55,,,,,,
7409,1,1,1.005,55,,,,,,
7410,1,1,1,19,,,,,,
7411,1,1,1,70,,,,,,
7412,1,1,1,117,,,,,,
7413,1,1,1,60,,,,,,
7414,1,1,1.595,93,,,,,,
7415,1,1,1,61,,,,,,
7416,1,1,0.497,70,,,,,,
7417,1,1,0.69,30,,,,,,
7418,1,1,1,32,,,,,,
7419,1,1,1.195,69,,,,,,
7420,1,1,1,89,,,,,,
7421,1,1,1,53,,,,,,
7422,1,1,2.45,72,,,,,,
7423,1,1,1,94,,,,,,
7424,1,1,1.754,58,,,,,,
7425,1,1,1,41,,,,,,
7426,1,1,0.74,82,,,,,,
7427,1,1,1.858,51,,,,,,
7428,1,1,0.407,77,,,,,,
7429,1,1,1.437,119,,,,,,
7430,1,1,0.287,106,,,,,,
7431,1,1,1,26,,,,,,
7432,1,1,0.545,55,,,,,,
7433,1,1,0.605,102,,,,,,
7434,1,1,0.391,80,,,,,,
7435,1,1,0.746,149,,,,,,
7436,1,1,1,121,,,,,,
7437,1,1,1,31,,,,,,
7438,1,1,0.829,24,,,,,,
7439,1,1,1,34,,,,,,
7440,1,1,0.86,32,,,,,,
7441,1,1.001,1.011,121,,,,,,
7442,1,1,3.098,104,,,,,,
7443,1,1,1,92,,,,,,
7444,1,1,0.387,62,,,,,,
7445,1,1,1.012,86,,,,,,
7446,1,1,1,87,,,,,,
7447,1,1,1.199,122,,,,,,
7448,1,1,1.008,114,,,,,,
7449,1,1,0.461,106,,,,,,
7450,1,1,1,70,,,,,,
7451,1,1,1,111,,,,,,
7452,1,1,1,52,,,,,,
7453,1,1,1,122,,,,,,
7454,1,1,4.609,105,,,,,,
7455,1,1,1,96,,,,,,
7456,1,1,1.232,125,,,,,,
7457,1,1,1.591,67,,,,,,
7458,1,1,0.858,67,,,,,,
7459,1,1,1,33,,,,,,
7460,1,1,1,118,,,,,,
7461,1,1,1.048,87,,,,,,
7462,1,1,1,75,,,,,,
7463,1,1,1.078,107,,,,,,
7464,1,1,0.854,59,,,,,,
7465,1,1,1,76,,,,,,
7466,1,1,0.968,77,,,,,,
7467,1,1,1,82,,,,,,
7468,1,1,1,86,,,,,,
7469,1,1,1.045,107,,,,,,
7470,1,1,1.201,50,,,,,,
7471,1,1,1,63,,,,,,
7472,1,1,1,62,,,,,,
7473,1,1,1,62,,,,,,
7474,1,1,1,82,,,,,,
7475,1,1,1,88,,,,,,
7476,1,1,1,99,,,,,,
7477,1,1,1.228,69,,,,,,
7478,1,1,1.031,27,,,,,,
7479,1,1,1.014,75,,,,,,
7480,1,1,1.137,64,,,,,,
7481,1,1,1.232,124,,,,,,
7482,1,1,0.831,53,,,,,,
7483,1,1,1,100,,,,,,
7484,1,1,1,61,,,,,,
7485,1,1,1,68,,,,,,
7486,1,1,1,74,,,,,,
7487,1,1,1,41,,,,,,
7488,1,1,1.688,118,,,,,,
7489,1,1,1,80,,,,,,
7490,1,1,1,30,,,,,,
7491,1,1,1.014,45,,,,,,
7492,1,1,1,80,,,,,,
7493,1,1,3.67,102,,,,,,
7494,1,1,1.224,39,,,,,,
7495,1,1,1,79,,,,,,
7496,1,1,0.955,73,,,,,,
7497,1,1,1,112,,,,,,
7498,1,1,1,66,,,,,,
7499,1,1,1,80,,,,,,
7500,1,1,0.979,92,,,,,,
7501,1,1,1,69,,,,,,
7502,1,1,1.023,90,,,,,,
7503,1,1,1.097,45,,,,,,
7504,1,1,1,121,,,,,,
7505,1,1,1,97,,,,,,
7506,1,1,1.342,29,,,,,,
7507,1,1,1.479,108,,,,,,
7508,1,1,1.041,89,,,,,,
7509,1,1,0.938,72,,,,,,
7510,1,1,1.047,139,,,,,,
7511,1,1,0.927,43,,,,,,
7512,1,1,1.607,57,,,,,,
7513,1,1,1,46,,,,,,
7514,1,1,1,20,,,,,,
7515,1,1,1,23,,,,,,
7516,1,1,0.803,85,,,,,,
7517,1,1,1,77,,,,,,
7518,1,1,1.072,49,,,,,,
7519,1,0.939,1,71,,,,,,
7520,1,1,1,72,,,,,,
7521,1,1,1.952,64,,,,,,
7522,1,0.996,1.074,58,,,,,,
7523,1,1,0.945,75,,,,,,
7524,1,1,1,32,,,,,,
7525,1,1,1,56,,,,,,
7526,1,1,1.1,42,,,,,,
7527,1,1,1.036,72,,,,,,
7528,1,1,1,50,,,,,,
7529,1,1,1.271,68,,,,,,
7530,1,1,1,89,,,,,,
7531,1,1,0.963,108,,,,,,
7532,1,1,1.154,67,,,,,,
7533,1,1,2.18,52,,,,,,
7534,1,1,2.151,42,,,,,,
7535,1,1.002,1,108,,,,,,
7536,1,1,1.255,96,,,,,,
7537,1,1,1.289,36,,,,,,
7538,1,1,1.347,86,,,,,,
7539,1,1,1.152,44,,,,,,
7540,1,1,1.147,125,,,,,,
7541,1,1,1.007,95,,,,,,
7542,1,1,1.035,66,,,,,,
7543,1,1,1,74,,,,,,
7544,1,1,1,51,,,,,,
7545,1,1,1,39,,,,,,
7546,1,1,1,132,,,,,,
7547,1,1,0.504,93,,,,,,
7548,1,1,0.984,24,,,,,,
7549,1,1,1,63,,,,,,
7550,1,1,0.96,29,,,,,,
7551,1,1,1,58,,,,,,
7552,1,1.008,1,145,,,,,,
7553,1,1,0.812,32,,,,,,
7554,1,1,1.892,114,,,,,,
7555,1,1,1,33,,,,,,
7556,1,1,1,39,,,,,,
7557,1,1,1.046,57,,,,,,
7558,1,1,1.349,60,,,,,,
7559,1,1,1,45,,,,,,
7560,1,1,1,85,,,,,,
7561,1,1,2.543,27,,,,,,
7562,1,1,1.258,54,,,,,,
7563,1,1,1,66,,,,,,
7564,1,1,1,66,,,,,,
7565,1,1,1,82,,,,,,
7566,1,1,0.693,83,,,,,,
7567,1,1,1.024,62,,,,,,
7568,1,1,3.728,42,,,,,,
7569,1,1,1,105,,,,,,
7570,1,1,1.167,87,,,,,,
7571,1,1,1.003,95,,,,,,
7572,1,1,0.981,59,,,,,,
7573,1,1,0.352,108,,,,,,
7574,1,0.999,1,97,,,,,,
7575,1,1,1,70,,,,,,
7576,1,1,0.899,34,,,,,,
7577,1,1,1,92,,,,,,
7578,1,1,4.151,93,,,,,,
7579,1,1,0.926,88,,,,,,
7580,1,1,0.874,87,,,,,,
7581,1,1,1.005,85,,,,,,
7582,1,1,1,136,,,,,,
7583,1,1,1,32,,,,,,
7584,1,1,0.487,134,,,,,,
7585,1,1,1.133,85,,,,,,
7586,1,1,0.696,59,,,,,,
7587,1,1,1,55,,,,,,
7588,1,1,1.396,126,,,,,,
7589,1,1,1.147,75,,,,,,
7590,1,1,0.263,100,,,,,,
7591,1,1,0.369,79,,,,,,
7592,1,1.001,1.111,136,,,,,,
7593,1,1,0.755,81,,,,,,
7594,1,1,1,50,,,,,,
7595,1,1,1,91,,,,,,
7596,1,1,1,90,,,,,,
7597,1,1,0.937,44,,,,,,
7598,1,1,1,106,,,,,,
7599,1,1,1.105,85,,,,,,
7600,1,1,1.029,80,,,,,,
7601,1,1,1,89,,,,,,
7602,1,1,1,82,,,,,,
7603,1,1,1,106,,,,,,
7604,1,1,1.307,103,,,,,,
7605,1,1,1,134,,,,,,
7606,1,1,2.71,34,,,,,,
7607,1,1,1,72,,,,,,
7608,1,1,0.876,79,,,,,,
7609,1,1,1,48,,,,,,
7610,1,1,1,54,,,,,,
7611,1,1,1.008,63,,,,,,
7612,1,1,1,38,,,,,,
7613,1,1,1,71,,,,,,
7614,1,1,1.307,100,,,,,,
7615,1,1,1,61,,,,,,
7616,1,1,1.125,114,,,,,,
7617,1,1,1,46,,,,,,
7618,1,1,1.316,60,,,,,,
7619,1,1,1,16,,,,,,
7620,1,1,1,68,,,,,,
7621,1,1,1.103,27,,,,,,
7622,1,1,1.357,72,,,,,,
7623,1,1,1,95,,,,,,
7624,1,1,0.808,82,,,,,,
7625,1,1,1,108,,,,,,
7626,1,1,1,56,,,,,,
7627,1,1,1.061,117,,,,,,
7628,1,1,1,103,,,,,,
7629,1,1,2.102,89,,,,,,
7630,1,1,1,91,,,,,,
7631,1,1,1,77,,,,,,
7632,1,1,1.011,104,,,,,,
7633,1,1,0.931,67,,,,,,
7634,1,1,1,104,,,,,,
7635,1,1,1,81,,,,,,
7636,1,1,1,39,,,,,,
7637,1,1,0.966,68,,,,,,
7638,1,1,0.822,55,,,,,,
7639,1,1,1,129,,,,,,
7640,1,1,1,115,,,,,,
7641,1,1,1,114,,,,,,
7642,1,1,1.164,105,,,,,,
7643,1,1,1.491,45,,,,,,
7644,1,1,1.139,50,,,,,,
7645,1,1,1,91,,,,,,
7646,1,1,0.354,81,,,,,,
7647,1,1,1,138,,,,,,
7648,1,1,1,82,,,,,,
7649,1,1,1.252,59,,,,,,
7650,1,1,1,72,,,,,,
7651,1,1,1.007,34,,,,,,
7652,1,1,1,76,,,,,,
7653,1,1,0.999,48,,,,,,
7654,1,1,1,61,,,,,,
7655,1,1,2.222,22,,,,,,
7656,1,1,1,117,,,,,,
7657,1,1,1.145,40,,,,,,
7658,1,1,1.175,63,,,,,,
7659,1,1,1,55,,,,,,
7660,1,1,1.028,98,,,,,,
7661,1,1,1.037,85,,,,,,
7662,1,1,4.686,51,,,,,,
7663,1,1,1.029,83,,,,,,
7664,1,1,3.114,89,,,,,,
7665,1,1,1,71,,,,,,
7666,1,1,1,34,,,,,,
7667,1,1,1.065,104,,,,,,
7668,1,1,1,104,,,,,,
7669,1,1,1,115,,,,,,
7670,1,1,1,83,,,,,,
7671,1,1,1,78,,,,,,
7672,1,1,1.901,121,,,,,,
7673,1,1,1.004,122,,,,,,
7674,1,1,1,95,,,,,,
7675,1,1,0.643,111,,,,,,
7676,1,1,1,99,,,,,,
7677,1,1,1.05,25,,,,,,
7678,1,1,1,39,,,,,,
7679,1,1,0.996,56,,,,,,
7680,1,1,0.977,45,,,,,,
7681,1,1,1,55,,,,,,
7682,1,1,1.084,121,,,,,,
7683,1,1,1.045,28,,,,,,
7684,1,1,1.197,54,,,,,,
7685,1,1,1.578,95,,,,,,
7686,1,1,4.293,37,,,,,,
7687,1,1,0.88,50,,,,,,
7688,1,1,0.374,38,,,,,,
7689,1,1,1.09,49,,,,,,
7690,1,1,1,41,,,,,,
7691,1,1,1,89,,,,,,
7692,1,1,1.061,78,,,,,,
7693,1,1,1,57,,,,,,
7694,1,1,1,32,,,,,,
7695,1,1,1.155,115,,,,,,
7696,1,1,1,78,,,,,,
7697,1,1,0.552,76,,,,,,
7698,1,1,1.224,39,,,,,,
7699,1,1,1,75,,,,,,
7700,1,1,1,85,,,,,,
7701,1,1,3.897,61,,,,,,
7702,1,1,0.964,38,,,,,,
7703,1,1,1.69,43,,,,,,
7704,1,1,0.957,69,,,,,,
7705,1,1,0.775,61,,,,,,
7706,1,1,1.949,106,,,,,,
7707,1,0.995,1.201,63,,,,,,
7708,1,1,0.997,55,,,,,,
7709,1,1,1,72,,,,,,
7710,1,1,0.627,105,,,,,,
7711,1,1,1.015,108,,,,,,
7712,1,1,1,60,,,,,,
7713,1,1,1,33,,,,,,
7714,1,1,1.114,41,,,,,,
7715,1,1,1.215,64,,,,,,
7716,1,1,2.069,96,,,,,,
7717,1,1,1,86,,,,,,
7718,1,1,1.124,100,,,,,,
7719,1,1,1,95,,,,,,
7720,1,1,1,55,,,,,,
7721,1,1,1,75,,,,,,
7722,1,1,1.506,88,,,,,,
7723,1,1,1.328,51,,,,,,
7724,1,1,1.29,60,,,,,,
7725,1,1,1,89,,,,,,
7726,1,1,1.009,45,,,,,,
7727,1,1,1,65,,,,,,
7728,1,1,0.294,34,,,,,,
7729,1,1,1,55,,,,,,
7730,1,1,2.402,41,,,,,,
7731,1,1,0.99,29,,,,,,
7732,1,1,1.123,108,,,,,,
7733,1,1,0.943,23,,,,,,
7734,1,1,1.321,52,,,,,,
7735,1,1,1.112,118,,,,,,
7736,1,1,1,45,,,,,,
7737,1,1,1,41,,,,,,
7738,1,1,1.109,38,,,,,,
7739,1,1,1.528,73,,,,,,
7740,1,1,1.054,55,,,,,,
7741,1,1,1,60,,,,,,
7742,1,1,1,34,,,,,,
7743,1,1,1,51,,,,,,
7744,1,1,1.041,108,,,,,,
7745,1,1,1.214,79,,,,,,
7746,1,1,1,112,,,,,,
7747,1,1,0.964,105,,,,,,
7748,1,1,1,54,,,,,,
7749,1,1,1.225,68,,,,,,
7750,1,1,1,66,,,,,,
7751,1,1,0.976,118,,,,,,
7752,1,1,2.09,129,,,,,,
7753,1,1,1.159,51,,,,,,
7754,1,1,1,48,,,,,,
7755,1,1,1.016,28,,,,,,
7756,1,1,0.963,37,,,,,,
7757,1,1,1.417,69,,,,,,
7758,1,1,1,37,,,,,,
7759,1,1,1.29,37,,,,,,
7760,1,1,1.007,73,,,,,,
7761,1,1,1.487,77,,,,,,
7762,1,1,1.007,61,,,,,,
7763,1,1,0.998,87,,,,,,
7764,1,1,0.403,87,,,,,,
7765,1,1,0.942,44,,,,,,
7766,1,1,1,48,,,,,,
7767,1,1,1.016,56,,,,,,
7768,1,0.999,1.493,86,,,,,,
7769,1,1,1,61,,,,,,
7770,1,1,1,45,,,,,,
7771,1,1,0.875,41,,,,,,
7772,1,1,1,105,,,,,,
7773,1,1,0.998,71,,,,,,
7774,1,1,1.027,38,,,,,,
7775,1,1,1.054,104,,,,,,
7776,1,1,1.171,44,,,,,,
7777,1,1,1,78,,,,,,
7778,1,1,1.269,20,,,,,,
7779,1,1,0.989,80,,,,,,
7780,1,1,1.963,74,,,,,,
7781,1,1,1,40,,,,,,
7782,1,1,0.62,101,,,,,,
7783,1,1,1,95,,,,,,
7784,1,1,0.471,70,,,,,,
7785,1,1,0.884,46,,,,,,
7786,1,1,2.521,84,,,,,,
7787,1,1,1,71,,,,,,
7788,1,1,1,77,,,,,,
7789,1,1,0.568,63,,,,,,
7790,1,1,1.091,80,,,,,,
7791,1,1,1.072,64,,,,,,
7792,1,1,1.141,148,,,,,,
7793,1,1,0.599,28,,,,,,
7794,1,1,2.018,108,,,,,,
7795,1,1,1.22,48,,,,,,
7796,1,1,1,59,,,,,,
7797,1,1,1.073,47,,,,,,
7798,1,1,1.655,34,,,,,,
7799,1,1,1.086,56,,,,,,
7800,1,1,1.595,85,,,,,,
7801,1,0.999,1,109,,,,,,
7802,1,1,0.783,101,,,,,,
7803,1,0.999,2.031,63,,,,,,
7804,1,1,1,47,,,,,,
7805,1,1,1.133,62,,,,,,
7806,1,1,1,102,,,,,,
7807,1,1,1,81,,,,,,
7808,1,1,1.423,50,,,,,,
7809,1,1,1,86,,,,,,
7810,1,0.998,1,106,,,,,,
7811,1,1,1,40,,,,,,
7812,1,1,1,25,,,,,,
7813,1,1,0.477,70,,,,,,
7814,1,1,0.811,109,,,,,,
7815,1,1,1.081,35,,,,,,
7816,1,1,1,93,,,,,,
7817,1,1,1.152,29,,,,,,
7818,1,1,1,41,,,,,,
7819,1,1,1,31,,,,,,
7820,1,1,0.984,98,,,,,,
7821,1,1,1,119,,,,,,
7822,1,1,1,53,,,,,,
7823,1,1,1.847,43,,,,,,
7824,1,1,0.583,93,,,,,,
7825,1,1,1.036,45,,,,,,
7826,1,1,1,67,,,,,,
7827,1,1,1,53,,,,,,
7828,1,1,1.061,71,,,,,,
7829,1,1,1.703,43,,,,,,
7830,1,1,3.553,53,,,,,,
7831,1,1,1,61,,,,,,
7832,1,1,1,111,,,,,,
7833,1,1,0.811,59,,,,,,
7834,1,1,1.007,104,,,,,,
7835,1,1,1.374,98,,,,,,
7836,1,0.999,1,99,,,,,,
7837,1,1,2.152,94,,,,,,
7838,1,0.999,2.594,76,,,,,,
7839,1,1,1,103,,,,,,
7840,1,1,1.147,37,,,,,,
7841,1,1,0.946,91,,,,,,
7842,1,1,1.989,88,,,,,,
7843,1,1,1,71,,,,,,
7844,1,1,0.408,122,,,,,,
7845,1,1,1,57,,,,,,
7846,1,1,2.051,44,,,,,,
7847,1,1,1,84,,,,,,
7848,1,1,0.847,81,,,,,,
7849,1,1,1,35,,,,,,
7850,1,1,1,40,,,,,,
7851,1,1,1,94,,,,,,
7852,1,1,1.043,61,,,,,,
7853,1,0.999,0.479,82,,,,,,
7854,1,1,1.233,53,,,,,,
7855,1,1,1,35,,,,,,
7856,1,1,1.01,46,,,,,,
7857,1,1,3.428,130,,,,,,
7858,1,1,0.984,54,,,,,,
7859,1,1,1,64,,,,,,
7860,1,1,1.016,126,,,,,,
7861,1,1,0.789,100,,,,,,
7862,1,1,1,65,,,,,,
7863,1,1,3.759,100,,,,,,
7864,1,1,1.029,80,,,,,,
7865,1,1,1,51,,,,,,
7866,1,1,1.024,136,,,,,,
7867,1,1,1,87,,,,,,
7868,1,1,0.699,41,,,,,,
7869,1,1,1.977,92,,,,,,
7870,1,1,0.813,87,,,,,,
7871,1,1,2.831,30,,,,,,
7872,1,1,1.114,96,,,,,,
7873,1,1,1,91,,,,,,
7874,1,1,1,91,,,,,,
7875,1,1,0.991,60,,,,,,
7876,1,1,1,41,,,,,,
7877,1,1,1.137,81,,,,,,
7878,1,1,1.569,30,,,,,,
7879,1,1,1.016,50,,,,,,
7880,1,1,1.897,66,,,,,,
7881,1,1,1,70,,,,,,
7882,1,1,1,55,,,,,,
7883,1,1,1,79,,,,,,
7884,1,1,1,55,,,,,,
7885,1,1,1,70,,,,,,
7886,1,1,1.006,115,,,,,,
7887,1,1,1,139,,,,,,
7888,1,1,0.485,57,,,,,,
7889,1,1,2.571,79,,,,,,
7890,1,1,1.101,129,,,,,,
7891,1,1,1.173,53,,,,,,
7892,1,1,1,70,,,,,,
7893,1,1,0.583,61,,,,,,
7894,1,1,1.416,25,,,,,,
7895,1,1,0.912,14,,,,,,
7896,1,1,1.022,78,,,,,,
7897,1,1,1,124,,,,,,
7898,1,1,1,72,,,,,,
7899,1,1,1.111,110,,,,,,
7900,1,1,1.199,69,,,,,,
7901,1,1,1,111,,,,,,
7902,1,1,1,41,,,,,,
7903,1,1,1,87,,,,,,
7904,1,1,1.624,109,,,,,,
7905,1,1,1.017,87,,,,,,
7906,1,1,1.161,86,,,,,,
7907,1,1,1,90,,,,,,
7908,1,1,1,36,,,,,,
7909,1,1,0.842,73,,,,,,
7910,1,1,2.293,28,,,,,,
7911,1,1,1.148,73,,,,,,
7912,1,1,1.013,31,,,,,,
7913,1,1,1.192,127,,,,,,
7914,1,1,1.047,67,,,,,,
7915,1,1,1,47,,,,,,
7916,1,1,1,117,,,,,,
7917,1,1,1.137,38,,,,,,
7918,1,1,0.425,43,,,,,,
7919,1,1,3.117,53,,,,,,
7920,1,1,1.16,68,,,,,,
7921,1,1,0.808,132,,,,,,
7922,1,1,1.357,121,,,,,,
7923,1,1,1,49,,,,,,
7924,1,1,1.428,103,,,,,,
7925,1,1,1.132,91,,,,,,
7926,1,1,1.085,49,,,,,,
7927,1,1,1.001,115,,,,,,
7928,1,1,1.205,111,,,,,,
7929,1,1,1.144,39,,,,,,
7930,1,1,1,23,,,,,,
7931,1,1,1.839,48,,,,,,
7932,1,1,1,88,,,,,,
7933,1,1,1,112,,,,,,
7934,1,1,2.907,78,,,,,,
7935,1,1,1,66,,,,,,
7936,1,1,1,85,,,,,,
7937,1,1,1.138,89,,,,,,
7938,1,1,1.022,56,,,,,,
7939,1,1,0.28,82,,,,,,
7940,1,1,1,50,,,,,,
7941,1,1,0.999,104,,,,,,
7942,1,1,1,45,,,,,,
7943,1,1,0.348,114,,,,,,
7944,1,1,1.131,87,,,,,,
7945,1,1,1.32,90,,,,,,
7946,1,1,0.719,53,,,,,,
7947,1,1,1,31,,,,,,
7948,1,1,1,106,,,,,,
7949,1,1,0.915,90,,,,,,
7950,1,1,1,87,,,,,,
7951,1,1,1.398,129,,,,,,
7952,1,1,1,42,,,,,,
7953,1,1,4.515,57,,,,,,
7954,1,1,1,30,,,,,,
7955,1,1,0.278,71,,,,,,
7956,1,1,1.001,77,,,,,,
7957,1,1,1,63,,,,,,
7958,1,1.003,1,68,,,,,,
7959,1,1,1.06,70,,,,,,
7960,1,1,0.738,28,,,,,,
7961,1,1,0.646,68,,,,,,
7962,1,1.053,1.254,96,,,,,,
7963,1,1,1,13,,,,,,
7964,1,1,0.966,49,,,,,,
7965,1,1,1,53,,,,,,
7966,1,1,0.986,32,,,,,,
7967,1,1,1.018,95,,,,,,
7968,1,1,1,43,,,,,,
7969,1,1,1,81,,,,,,
7970,1,1,1.283,103,,,,,,
7971,1,1,0.835,25,,,,,,
7972,1,1,1.036,141,,,,,,
7973,1,1,1.12,56,,,,,,
7974,1,1,1,92,,,,,,
7975,1,1,1,120,,,,,,
7976,1,1,1,43,,,,,,
7977,1,1,1,84,,,,,,
7978,1,1,1.241,79,,,,,,
7979,1,1,1.28,55,,,,,,
7980,1,1,1,58,,,,,,
7981,1,1,0.511,101,,,,,,
7982,1,1,1,104,,,,,,
7983,1,1,1.336,94,,,,,,
7984,1,1,0.504,50,,,,,,
7985,1,1,1.708,75,,,,,,
7986,1,1,1,50,,,,,,
7987,1,1,1.365,49,,,,,,
7988,1,1,1,62,,,,,,
7989,1,1,1.008,60,,,,,,
7990,1,1,0.504,26,,,,,,
7991,1,1,1.489,84,,,,,,
7992,1,1,1.207,29,,,,,,
7993,1,1,0.307,87,,,,,,
7994,1,1,1.108,79,,,,,,
7995,1,1,1.154,55,,,,,,
7996,1,1,1.22,92,,,,,,
7997,1,1,1,63,,,,,,
7998,1,1,1,102,,,,,,
7999,1,1,2.401,53,,,,,,
8000,1,1,1,46,,,,,,
8001,1,1,1,63,,,,,,
8002,1,1,1.261,101,,,,,,
8003,1,1,0.724,102,,,,,,
8004,1,1,1.695,115,,,,,,
8005,1,1,1.408,35,,,,,,
8006,1,1,1.878,53,,,,,,
8007,1,1,1,29,,,,,,
8008,1,1,1,61,,,,,,
8009,1,1,1,42,,,,,,
8010,1,1,1,41,,,,,,
8011,1,1,0.534,50,,,,,,
8012,1,1,1,30,,,,,,
8013,1,1,1.016,30,,,,,,
8014,1,1,1,46,,,,,,
8015,1,1,1,99,,,,,,
8016,1,1,1,110,,,,,,
8017,1,1,0.93,56,,,,,,
8018,1,1,0.461,38,,,,,,
8019,1,1,0.697,62,,,,,,
8020,1,1,1.088,105,,,,,,
8021,1,1,1,80,,,,,,
8022,1,1,0.804,59,,,,,,
8023,1,1,0.543,42,,,,,,
8024,1,1,1.003,28,,,,,,
8025,1,1,1,37,,,,,,
8026,1,1,3.973,54,,,,,,
8027,1,1,2.898,81,,,,,,
8028,1,1,1.113,92,,,,,,
8029,1,1,1.69,78,,,,,,
8030,1,1,1,73,,,,,,
8031,1,1,1,69,,,,,,
8032,1,1,0.771,113,,,,,,
8033,1,1,1.027,34,,,,,,
8034,1,1,0.901,36,,,,,,
8035,1,1,1,37,,,,,,
8036,1,1,0.887,85,,,,,,
8037,1,1,1,125,,,,,,
8038,1,1,3.075,43,,,,,,
8039,1,1,1,75,,,,,,
8040,1,1,0.796,89,,,,,,
8041,1,1,1.195,116,,,,,,
8042,1,1,1,68,,,,,,
8043,1,1,1,66,,,,,,
8044,1,1,1,83,,,,,,
8045,1,1,1,52,,,,,,
8046,1,1,1,79,,,,,,
8047,1,1,3.944,108,,,,,,
8048,1,1,1,110,,,,,,
8049,1,1.117,1.356,62,,,,,,
8050,1,1,1.017,32,,,,,,
8051,1,1,1.145,58,,,,,,
8052,1,1,0.313,73,,,,,,
8053,1,1,1.113,127,,,,,,
8054,1,1,0.866,79,,,,,,
8055,1,1,2.035,114,,,,,,
8056,1,1,0.291,53,,,,,,
8057,1,1,1.143,91,,,,,,
8058,1,1,0.262,66,,,,,,
8059,1,1,1.509,41,,,,,,
8060,1,1,1,85,,,,,,
8061,1,1,1,47,,,,,,
8062,1,1,1,59,,,,,,
8063,1,1,4.016,73,,,,,,
8064,1,1,1.27,54,,,,,,
8065,1,1,1,32,,,,,,
8066,1,1,0.989,68,,,,,,
8067,1,1,1,52,,,,,,
8068,1,1,1,53,,,,,,
8069,1,1,1,78,,,,,,
8070,1,1,1.176,110,,,,,,
8071,1,1,3.954,34,,,,,,
8072,1,1,1,53,,,,,,
8073,1,1,1.206,79,,,,,,
8074,1,1,1,57,,,,,,
8075,1,1,1.055,79,,,,,,
8076,1,1,0.904,29,,,,,,
8077,1,1,1,117,,,,,,
8078,1,1,0.825,82,,,,,,
8079,1,1,1.207,102,,,,,,
8080,1,1,0.714,61,,,,,,
8081,1,1,1,47,,,,,,
8082,1,1,1.05,56,,,,,,
8083,1,1,1,26,,,,,,
8084,1,1,1.02,68,,,,,,
8085,1,1,1.017,102,,,,,,
8086,1,1,0.545,82,,,,,,
8087,1,1,1.079,106,,,,,,
8088,1,1,1,58,,,,,,
8089,1,1,1.095,63,,,,,,
8090,1,1,1.009,69,,,,,,
8091,1,1,0.777,37,,,,,,
8092,1,1,1,61,,,,,,
8093,1,1,1.087,56,,,,,,
8094,1,1,1.109,92,,,,,,
8095,1,1,1,83,,,,,,
8096,1,1,3.467,52,,,,,,
8097,1,1,1.619,52,,,,,,
8098,1,1,0.258,78,,,,,,
8099,1,1,1.158,93,,,,,,
8100,1,1,0.788,69,,,,,,
8101,1,1,0.829,48,,,,,,
8102,1,1,1.199,68,,,,,,
8103,1,1,1,74,,,,,,
8104,1,1,1.578,88,,,,,,
8105,1,1,0.39,48,,,,,,
8106,1,1,1,77,,,,,,
8107,1,1,2.451,107,,,,,,
8108,1,1,1.13,78,,,,,,
8109,1,1,1.625,32,,,,,,
8110,1,1,1,83,,,,,,
8111,1,1,1,95,,,,,,
8112,1,1,1,59,,,,,,
8113,1,1,0.657,107,,,,,,
8114,1,1,1,79,,,,,,
8115,1,1,1.304,45,,,,,,
8116,1,1,1.51,41,,,,,,
8117,1,1,0.926,23,,,,,,
8118,1,1,1,139,,,,,,
8119,1,1,1,111,,,,,,
8120,1,1,0.978,32,,,,,,
8121,1,1,1.1,94,,,,,,
8122,1,1,1.193,48,,,,,,
8123,1,1,1.155,99,,,,,,
8124,1,1,1.537,53,,,,,,
8125,1,1,1,50,,,,,,
8126,1,1,0.875,34,,,,,,
8127,1,1,2.593,23,,,,,,
8128,1,1,1,32,,,,,,
8129,1,1,1.051,97,,,,,,
8130,1,1,1,39,,,,,,
8131,1,0.999,1,101,,,,,,
8132,1,0.999,2.571,70,,,,,,
8133,1,1,1,67,,,,,,
8134,1,1,1.479,34,,,,,,
8135,1,1,1,54,,,,,,
8136,1,0.996,1,98,,,,,,
8137,1,1,0.969,29,,,,,,
8138,1,1,1.089,53,,,,,,
8139,1,1,1,120,,,,,,
8140,1,1,1,78,,,,,,
8141,1,1,1,89,,,,,,
8142,1,1,0.877,109,,,,,,
8143,1,1,0.525,75,,,,,,
8144,1,1,1.135,32,,,,,,
8145,1,1,1,83,,,,,,
8146,1,1,1.03,51,,,,,,
8147,1,1,1,134,,,,,,
8148,1,1,0.989,80,,,,,,
8149,1,1,1,52,,,,,,
8150,1,1,0.959,47,,,,,,
8151,1,1,1,96,,,,,,
8152,1,1,1.227,27,,,,,,
8153,1,1,1.099,34,,,,,,
8154,1,1,4.012,45,,,,,,
8155,1,1,1.129,85,,,,,,
8156,1,1,1,110,,,,,,
8157,1,1,1.073,77,,,,,,
8158,1,1,1,72,,,,,,
8159,1,1,4.706,92,,,,,,
8160,1,1,1,60,,,,,,
8161,1,1,0.753,65,,,,,,
8162,1,1,1.169,90,,,,,,
8163,1,1,0.974,54,,,,,,
